,end,val,accn,fy,fp,form,filed,frame,ticker
649,2016-01-03,133411000000,0000200406-17-000006,2016.0,FY,10-K,2017-02-27,CY2015Q4I,JNJ
650,2017-01-01,141208000000,0000200406-17-000006,2016.0,FY,10-K,2017-02-27,,JNJ
651,2017-01-01,141208000000,0000200406-18-000005,2017.0,FY,10-K,2018-02-21,CY2016Q4I,JNJ
652,2017-12-31,157303000000,0000200406-18-000005,2017.0,FY,10-K,2018-02-21,,JNJ
653,2017-12-31,157303000000,0000200406-19-000009,2018.0,FY,10-K,2019-02-20,CY2017Q4I,JNJ
654,2018-12-30,152954000000,0000200406-19-000009,2018.0,FY,10-K,2019-02-20,,JNJ
655,2018-12-30,152954000000,0000200406-20-000010,2019.0,FY,10-K,2020-02-18,CY2018Q4I,JNJ
656,2019-12-29,157728000000,0000200406-20-000010,2019.0,FY,10-K,2020-02-18,,JNJ
657,2019-12-29,157728000000,0000200406-21-000008,2020.0,FY,10-K,2021-02-22,CY2019Q4I,JNJ
658,2021-01-03,174894000000,0000200406-21-000008,2020.0,FY,10-K,2021-02-22,,JNJ
659,2021-01-03,174894000000,0000200406-22-000022,2021.0,FY,10-K,2022-02-17,CY2020Q4I,JNJ
660,2022-01-02,182018000000,0000200406-22-000022,2021.0,FY,10-K,2022-02-17,,JNJ
661,2022-01-02,182018000000,0000200406-23-000016,2022.0,FY,10-K,2023-02-16,CY2021Q4I,JNJ
662,2023-01-01,187378000000,0000200406-23-000016,2022.0,FY,10-K,2023-02-16,,JNJ
663,2023-01-01,187378000000,0000200406-24-000013,2023.0,FY,10-K,2024-02-16,CY2022Q4I,JNJ
664,2023-12-31,167558000000,0000200406-24-000013,2023.0,FY,10-K,2024-02-16,,JNJ
665,2009-02-01,41164000000,0001193125-10-067178,2009.0,FY,10-K,2010-03-25,CY2008Q4I,HD
666,2010-01-31,40877000000,0001193125-10-067178,2009.0,FY,10-K,2010-03-25,,HD
667,2010-01-31,40877000000,0001193125-11-076501,2010.0,FY,10-K,2011-03-24,CY2009Q4I,HD
668,2011-01-30,40125000000,0001193125-11-076501,2010.0,FY,10-K,2011-03-24,,HD
669,2011-01-30,40125000000,0000354950-12-000003,2011.0,FY,10-K,2012-03-22,CY2010Q4I,HD
670,2012-01-29,40518000000,0000354950-12-000003,2011.0,FY,10-K,2012-03-22,,HD
671,2012-01-29,40518000000,0000354950-13-000008,2012.0,FY,10-K,2013-03-28,CY2011Q4I,HD
672,2013-02-03,41084000000,0000354950-13-000008,2012.0,FY,10-K,2013-03-28,,HD
673,2013-02-03,41084000000,0000354950-14-000008,2013.0,FY,10-K,2014-03-27,CY2012Q4I,HD
674,2014-02-02,40518000000,0000354950-14-000008,2013.0,FY,10-K,2014-03-27,,HD
675,2014-02-02,40518000000,0000354950-15-000008,2014.0,FY,10-K,2015-03-26,,HD
676,2015-02-01,39946000000,0000354950-15-000008,2014.0,FY,10-K,2015-03-26,,HD
677,2015-02-01,39946000000,0000354950-16-000060,2015.0,FY,10-K,2016-03-24,CY2014Q4I,HD
678,2016-01-31,42549000000,0000354950-16-000060,2015.0,FY,10-K,2016-03-24,,HD
679,2016-01-31,41973000000,0000354950-17-000005,2016.0,FY,10-K,2017-03-23,CY2015Q4I,HD
680,2017-01-29,42966000000,0000354950-17-000005,2016.0,FY,10-K,2017-03-23,,HD
681,2017-01-29,42966000000,0000354950-18-000019,2017.0,FY,10-K,2018-03-22,CY2016Q4I,HD
682,2018-01-28,44529000000,0000354950-18-000019,2017.0,FY,10-K,2018-03-22,,HD
683,2018-01-28,44529000000,0000354950-19-000010,2018.0,FY,10-K,2019-03-28,CY2017Q4I,HD
684,2019-02-03,44003000000,0000354950-19-000010,2018.0,FY,10-K,2019-03-28,,HD
685,2019-02-03,44003000000,0000354950-20-000015,2019.0,FY,10-K,2020-03-25,CY2018Q4I,HD
686,2020-02-02,51236000000,0000354950-20-000015,2019.0,FY,10-K,2020-03-25,,HD
687,2020-02-02,51236000000,0000354950-21-000089,2020.0,FY,10-K,2021-03-24,CY2019Q4I,HD
688,2021-01-31,70581000000,0000354950-21-000089,2020.0,FY,10-K,2021-03-24,,HD
689,2021-01-31,70581000000,0000354950-22-000070,2021.0,FY,10-K,2022-03-23,CY2020Q4I,HD
690,2022-01-30,71876000000,0000354950-22-000070,2021.0,FY,10-K,2022-03-23,,HD
691,2022-01-30,71876000000,0000354950-23-000059,2022.0,FY,10-K,2023-03-15,CY2021Q4I,HD
692,2023-01-29,76445000000,0000354950-23-000059,2022.0,FY,10-K,2023-03-15,,HD
693,2023-01-29,76445000000,0000354950-24-000062,2023.0,FY,10-K,2024-03-13,CY2022Q4I,HD
694,2024-01-28,76530000000,0000354950-24-000062,2023.0,FY,10-K,2024-03-13,,HD
695,2008-12-31,47195700000,0000950123-10-018679,2009.0,FY,10-K,2010-03-01,CY2008Q4I,MRK
696,2009-12-31,112089700000,0000950123-10-018679,2009.0,FY,10-K,2010-03-01,,MRK
697,2009-12-31,112314000000,0000950123-11-019286,2010.0,FY,10-K,2011-02-28,CY2009Q4I,MRK
698,2010-12-31,105781000000,0000950123-11-019286,2010.0,FY,10-K,2011-02-28,,MRK
699,2010-12-31,105781000000,0001193125-12-084319,2011.0,FY,10-K,2012-02-28,CY2010Q4I,MRK
700,2011-12-31,105128000000,0001193125-12-084319,2011.0,FY,10-K,2012-02-28,,MRK
701,2011-12-31,105128000000,0001193125-13-084618,2012.0,FY,10-K,2013-02-28,CY2011Q4I,MRK
702,2012-12-31,106132000000,0001193125-13-084618,2012.0,FY,10-K,2013-02-28,,MRK
703,2012-12-31,106132000000,0000310158-14-000009,2013.0,FY,10-K,2014-02-27,CY2012Q4I,MRK
704,2013-12-31,105645000000,0000310158-14-000009,2013.0,FY,10-K,2014-02-27,,MRK
705,2013-12-31,105645000000,0000310158-15-000005,2014.0,FY,10-K,2015-02-27,CY2013Q4I,MRK
706,2014-12-31,98335000000,0000310158-15-000005,2014.0,FY,10-K,2015-02-27,,MRK
707,2014-12-31,98167000000,0000310158-16-000063,2015.0,FY,10-K,2016-02-26,CY2014Q4I,MRK
708,2015-12-31,101779000000,0000310158-16-000063,2015.0,FY,10-K,2016-02-26,,MRK
709,2015-12-31,101677000000,0000310158-17-000010,2016.0,FY,10-K,2017-02-28,CY2015Q4I,MRK
710,2016-12-31,95377000000,0000310158-17-000010,2016.0,FY,10-K,2017-02-28,,MRK
711,2016-12-31,95377000000,0000310158-18-000005,2017.0,FY,10-K,2018-02-27,CY2016Q4I,MRK
712,2017-12-31,87872000000,0000310158-18-000005,2017.0,FY,10-K,2018-02-27,,MRK
713,2017-12-31,87872000000,0000310158-19-000014,2018.0,FY,10-K,2019-02-27,CY2017Q4I,MRK
714,2018-12-31,82637000000,0000310158-19-000014,2018.0,FY,10-K,2019-02-27,,MRK
715,2018-12-31,82637000000,0000310158-20-000005,2019.0,FY,10-K,2020-02-26,CY2018Q4I,MRK
716,2019-12-31,84397000000,0000310158-20-000005,2019.0,FY,10-K,2020-02-26,,MRK
717,2019-12-31,84397000000,0000310158-21-000004,2020.0,FY,10-K,2021-02-25,CY2019Q4I,MRK
718,2020-12-31,91588000000,0000310158-21-000004,2020.0,FY,10-K,2021-02-25,,MRK
719,2020-12-31,91588000000,0000310158-22-000003,2021.0,FY,10-K,2022-02-25,CY2020Q4I,MRK
720,2021-12-31,105694000000,0000310158-22-000003,2021.0,FY,10-K,2022-02-25,,MRK
721,2021-12-31,105694000000,0001628280-23-005061,2022.0,FY,10-K,2023-02-24,CY2021Q4I,MRK
722,2022-12-31,109160000000,0001628280-23-005061,2022.0,FY,10-K,2023-02-24,,MRK
723,2022-12-31,109160000000,0001628280-24-006850,2023.0,FY,10-K,2024-02-26,CY2022Q4I,MRK
724,2023-12-31,106675000000,0001628280-24-006850,2023.0,FY,10-K,2024-02-26,,MRK
725,2008-12-31,1817943000000,0001193125-10-041666,2009.0,FY,10-K,2010-02-26,,BAC
726,2008-12-31,0,0000950123-11-018743,2010.0,FY,10-K,2011-02-25,CY2008Q4I,BAC
727,2009-12-31,2223299000000,0001193125-10-041666,2009.0,FY,10-K,2010-02-26,,BAC
728,2009-12-31,2330671000000,0000950123-11-018743,2010.0,FY,10-K,2011-02-25,CY2009Q4I,BAC
729,2010-12-31,2264909000000,0000950123-11-018743,2010.0,FY,10-K,2011-02-25,,BAC
730,2010-12-31,2264909000000,0000070858-12-000155,2011.0,FY,10-K,2012-02-23,,BAC
731,2011-12-31,2129046000000,0000070858-12-000155,2011.0,FY,10-K,2012-02-23,,BAC
732,2011-12-31,2129046000000,0000070858-13-000097,2012.0,FY,10-K,2013-02-28,CY2011Q4I,BAC
733,2012-12-31,2209974000000,0000070858-13-000097,2012.0,FY,10-K,2013-02-28,,BAC
734,2012-12-31,2209974000000,0000070858-14-000012,2013.0,FY,10-K,2014-02-25,CY2012Q4I,BAC
735,2013-12-31,2102273000000,0000070858-14-000012,2013.0,FY,10-K,2014-02-25,,BAC
736,2013-12-31,2102273000000,0000070858-15-000008,2014.0,FY,10-K,2015-02-25,,BAC
737,2014-12-31,2104534000000,0000070858-15-000008,2014.0,FY,10-K,2015-02-25,,BAC
738,2014-12-31,2104534000000,0000070858-16-000137,2015.0,FY,10-K,2016-02-24,,BAC
739,2015-12-31,2144316000000,0000070858-16-000137,2015.0,FY,10-K,2016-02-24,,BAC
740,2015-12-31,2144287000000,0000070858-17-000013,2016.0,FY,10-K,2017-02-23,CY2015Q4I,BAC
741,2016-12-31,2187702000000,0000070858-17-000013,2016.0,FY,10-K,2017-02-23,,BAC
742,2016-12-31,2188067000000,0000070858-18-000009,2017.0,FY,10-K,2018-02-22,CY2016Q4I,BAC
743,2017-12-31,2281234000000,0000070858-18-000009,2017.0,FY,10-K,2018-02-22,,BAC
744,2017-12-31,2281234000000,0000070858-19-000012,2018.0,FY,10-K,2019-02-26,CY2017Q4I,BAC
745,2018-12-31,2354507000000,0000070858-19-000012,2018.0,FY,10-K,2019-02-26,,BAC
746,2018-12-31,2354507000000,0000070858-20-000011,2019.0,FY,10-K,2020-02-19,CY2018Q4I,BAC
747,2019-12-31,2434079000000,0000070858-20-000011,2019.0,FY,10-K,2020-02-19,,BAC
748,2019-12-31,2434079000000,0000070858-21-000023,2020.0,FY,10-K,2021-02-24,CY2019Q4I,BAC
749,2020-12-31,2819627000000,0000070858-21-000023,2020.0,FY,10-K,2021-02-24,,BAC
750,2020-12-31,2819627000000,0000070858-22-000062,2021.0,FY,10-K,2022-02-22,CY2020Q4I,BAC
751,2021-12-31,3169495000000,0000070858-22-000062,2021.0,FY,10-K,2022-02-22,,BAC
752,2021-12-31,3169495000000,0000070858-23-000092,2022.0,FY,10-K,2023-02-22,CY2021Q4I,BAC
753,2022-12-31,3051375000000,0000070858-23-000092,2022.0,FY,10-K,2023-02-22,,BAC
754,2022-12-31,3051375000000,0000070858-24-000122,2023.0,FY,10-K,2024-02-20,CY2022Q4I,BAC
755,2023-12-31,3180151000000,0000070858-24-000122,2023.0,FY,10-K,2024-02-20,,BAC
756,2012-12-31,27008000000,0001047469-14-001154,2013.0,FY,10-K,2014-02-21,CY2012Q4I,ABBV
757,2013-12-31,29198000000,0001047469-14-001154,2013.0,FY,10-K,2014-02-21,,ABBV
758,2013-12-31,29198000000,0001047469-15-000995,2014.0,FY,10-K,2015-02-20,CY2013Q4I,ABBV
759,2014-12-31,27547000000,0001047469-15-000995,2014.0,FY,10-K,2015-02-20,,ABBV
760,2014-12-31,27513000000,0001047469-16-010239,2015.0,FY,10-K,2016-02-19,CY2014Q4I,ABBV
761,2015-12-31,53050000000,0001047469-16-010239,2015.0,FY,10-K,2016-02-19,,ABBV
762,2015-12-31,53050000000,0001551152-17-000004,2016.0,FY,10-K,2017-02-17,CY2015Q4I,ABBV
763,2016-12-31,66099000000,0001551152-17-000004,2016.0,FY,10-K,2017-02-17,,ABBV
764,2016-12-31,66099000000,0001551152-18-000014,2017.0,FY,10-K,2018-02-16,CY2016Q4I,ABBV
765,2017-12-31,70786000000,0001551152-18-000014,2017.0,FY,10-K,2018-02-16,,ABBV
766,2017-12-31,70786000000,0001551152-19-000008,2018.0,FY,10-K,2019-02-27,CY2017Q4I,ABBV
767,2018-12-31,59352000000,0001551152-19-000008,2018.0,FY,10-K,2019-02-27,,ABBV
768,2018-12-31,59352000000,0001551152-20-000007,2019.0,FY,10-K,2020-02-21,CY2018Q4I,ABBV
769,2019-12-31,89115000000,0001551152-20-000007,2019.0,FY,10-K,2020-02-21,,ABBV
770,2019-12-31,89115000000,0001551152-21-000008,2020.0,FY,10-K,2021-02-19,CY2019Q4I,ABBV
771,2020-12-31,150565000000,0001551152-21-000008,2020.0,FY,10-K,2021-02-19,,ABBV
772,2020-12-31,150565000000,0001551152-22-000007,2021.0,FY,10-K,2022-02-18,CY2020Q4I,ABBV
773,2021-12-31,146529000000,0001551152-22-000007,2021.0,FY,10-K,2022-02-18,,ABBV
774,2021-12-31,146529000000,0001551152-23-000011,2022.0,FY,10-K,2023-02-17,CY2021Q4I,ABBV
775,2022-12-31,138805000000,0001551152-23-000011,2022.0,FY,10-K,2023-02-17,,ABBV
776,2022-12-31,138805000000,0001551152-24-000011,2023.0,FY,10-K,2024-02-20,CY2022Q4I,ABBV
777,2023-12-31,134711000000,0001551152-24-000011,2023.0,FY,10-K,2024-02-20,,ABBV
778,2008-12-31,615424000,0001193125-10-036181,2009.0,FY,10-K,2010-02-22,CY2008Q4I,NFLX
779,2009-12-31,679734000,0001193125-10-036181,2009.0,FY,10-K,2010-02-22,,NFLX
780,2009-12-31,679734000,0001193125-11-040217,2010.0,FY,10-K,2011-02-18,CY2009Q4I,NFLX
781,2010-12-31,982067000,0001193125-11-040217,2010.0,FY,10-K,2011-02-18,,NFLX
782,2010-12-31,982067000,0001193125-12-053009,2011.0,FY,10-K,2012-02-10,CY2010Q4I,NFLX
783,2011-12-31,3069196000,0001193125-12-053009,2011.0,FY,10-K,2012-02-10,,NFLX
784,2011-12-31,3069196000,0001065280-13-000008,2012.0,FY,10-K,2013-02-01,CY2011Q4I,NFLX
785,2012-12-31,3967890000,0001065280-13-000008,2012.0,FY,10-K,2013-02-01,,NFLX
786,2012-12-31,3967890000,0001065280-14-000006,2013.0,FY,10-K,2014-02-03,CY2012Q4I,NFLX
787,2013-12-31,5412563000,0001065280-14-000006,2013.0,FY,10-K,2014-02-03,,NFLX
788,2013-12-31,5412563000,0001065280-15-000006,2014.0,FY,10-K,2015-01-29,CY2013Q4I,NFLX
789,2014-12-31,7056651000,0001065280-15-000006,2014.0,FY,10-K,2015-01-29,,NFLX
790,2014-12-31,7042500000,0001065280-16-000047,2015.0,FY,10-K,2016-01-28,CY2014Q4I,NFLX
791,2015-12-31,10202871000,0001065280-16-000047,2015.0,FY,10-K,2016-01-28,,NFLX
792,2015-12-31,10202871000,0001628280-17-000496,2016.0,FY,10-K,2017-01-27,CY2015Q4I,NFLX
793,2016-12-31,13586610000,0001628280-17-000496,2016.0,FY,10-K,2017-01-27,,NFLX
794,2016-12-31,13586610000,0001065280-18-000069,2017.0,FY,10-K,2018-01-29,,NFLX
795,2017-12-31,19012742000,0001065280-18-000069,2017.0,FY,10-K,2018-01-29,,NFLX
796,2017-12-31,19012742000,0001065280-19-000043,2018.0,FY,10-K,2019-01-29,CY2017Q4I,NFLX
797,2018-12-31,25974400000,0001065280-19-000043,2018.0,FY,10-K,2019-01-29,,NFLX
798,2018-12-31,25974400000,0001065280-20-000040,2019.0,FY,10-K,2020-01-29,CY2018Q4I,NFLX
799,2019-12-31,33975712000,0001065280-20-000040,2019.0,FY,10-K,2020-01-29,,NFLX
800,2019-12-31,33975712000,0001065280-21-000040,2020.0,FY,10-K,2021-01-28,CY2019Q4I,NFLX
801,2020-12-31,39280359000,0001065280-21-000040,2020.0,FY,10-K,2021-01-28,,NFLX
802,2020-12-31,39280359000,0001065280-22-000036,2021.0,FY,10-K,2022-01-27,CY2020Q4I,NFLX
803,2021-12-31,44584663000,0001065280-22-000036,2021.0,FY,10-K,2022-01-27,,NFLX
804,2021-12-31,44584663000,0001065280-23-000035,2022.0,FY,10-K,2023-01-26,CY2021Q4I,NFLX
805,2022-12-31,48594768000,0001065280-23-000035,2022.0,FY,10-K,2023-01-26,,NFLX
806,2022-12-31,48594768000,0001065280-24-000030,2023.0,FY,10-K,2024-01-26,CY2022Q4I,NFLX
807,2023-12-31,48731992000,0001065280-24-000030,2023.0,FY,10-K,2024-01-26,,NFLX
808,2008-12-31,161165000000,0000950123-10-016846,2009.0,FY,10-K,2010-02-25,,CVX
809,2009-12-31,164621000000,0000950123-10-016846,2009.0,FY,10-K,2010-02-25,,CVX
810,2009-12-31,164621000000,0000950123-11-017688,2010.0,FY,10-K,2011-02-24,CY2009Q4I,CVX
811,2010-12-31,184769000000,0000950123-11-017688,2010.0,FY,10-K,2011-02-24,,CVX
812,2010-12-31,184769000000,0000950123-12-002976,2011.0,FY,10-K,2012-02-23,CY2010Q4I,CVX
813,2011-12-31,209474000000,0000950123-12-002976,2011.0,FY,10-K,2012-02-23,,CVX
814,2011-12-31,209474000000,0000093410-13-000003,2012.0,FY,10-K,2013-02-22,CY2011Q4I,CVX
815,2012-12-31,232982000000,0000093410-13-000003,2012.0,FY,10-K,2013-02-22,,CVX
816,2012-12-31,232982000000,0000093410-14-000011,2013.0,FY,10-K,2014-02-21,CY2012Q4I,CVX
817,2013-12-31,253753000000,0000093410-14-000011,2013.0,FY,10-K,2014-02-21,,CVX
818,2013-12-31,253753000000,0000093410-15-000010,2014.0,FY,10-K,2015-02-20,CY2013Q4I,CVX
819,2014-12-31,266026000000,0000093410-15-000010,2014.0,FY,10-K,2015-02-20,,CVX
820,2014-12-31,266026000000,0000093410-16-000049,2015.0,FY,10-K,2016-02-25,CY2014Q4I,CVX
821,2015-12-31,266103000000,0000093410-16-000049,2015.0,FY,10-K,2016-02-25,,CVX
822,2015-12-31,264540000000,0000093410-17-000013,2016.0,FY,10-K,2017-02-23,CY2015Q4I,CVX
823,2016-12-31,260078000000,0000093410-17-000013,2016.0,FY,10-K,2017-02-23,,CVX
824,2016-12-31,260078000000,0000093410-18-000010,2017.0,FY,10-K,2018-02-22,CY2016Q4I,CVX
825,2017-12-31,253806000000,0000093410-18-000010,2017.0,FY,10-K,2018-02-22,,CVX
826,2017-12-31,253806000000,0000093410-19-000008,2018.0,FY,10-K,2019-02-22,CY2017Q4I,CVX
827,2018-12-31,253863000000,0000093410-19-000008,2018.0,FY,10-K,2019-02-22,,CVX
828,2018-12-31,253863000000,0000093410-20-000010,2019.0,FY,10-K,2020-02-21,CY2018Q4I,CVX
829,2019-12-31,237428000000,0000093410-20-000010,2019.0,FY,10-K,2020-02-21,,CVX
830,2019-12-31,237428000000,0000093410-21-000009,2020.0,FY,10-K,2021-02-25,CY2019Q4I,CVX
831,2020-12-31,239790000000,0000093410-21-000009,2020.0,FY,10-K,2021-02-25,,CVX
832,2020-12-31,239790000000,0000093410-22-000019,2021.0,FY,10-K,2022-02-24,CY2020Q4I,CVX
833,2021-12-31,239535000000,0000093410-22-000019,2021.0,FY,10-K,2022-02-24,,CVX
834,2021-12-31,239535000000,0000093410-23-000009,2022.0,FY,10-K,2023-02-23,CY2021Q4I,CVX
835,2022-12-31,257709000000,0000093410-23-000009,2022.0,FY,10-K,2023-02-23,,CVX
836,2022-12-31,257709000000,0000093410-24-000013,2023.0,FY,10-K,2024-02-26,CY2022Q4I,CVX
837,2023-12-31,261632000000,0000093410-24-000013,2023.0,FY,10-K,2024-02-26,,CVX
838,2008-12-31,40519000000,0001047469-10-001476,2009.0,FY,10-K,2010-02-26,CY2008Q4I,KO
839,2009-12-31,48671000000,0001047469-10-001476,2009.0,FY,10-K,2010-02-26,,KO
840,2009-12-31,48671000000,0001047469-11-001506,2010.0,FY,10-K,2011-02-28,CY2009Q4I,KO
841,2010-12-31,72921000000,0001047469-11-001506,2010.0,FY,10-K,2011-02-28,,KO
842,2010-12-31,72921000000,0000021344-12-000007,2011.0,FY,10-K,2012-02-23,CY2010Q4I,KO
843,2011-12-31,79974000000,0000021344-12-000007,2011.0,FY,10-K,2012-02-23,,KO
844,2011-12-31,79974000000,0000021344-13-000007,2012.0,FY,10-K,2013-02-27,,KO
845,2012-12-31,86174000000,0000021344-13-000007,2012.0,FY,10-K,2013-02-27,,KO
846,2012-12-31,86174000000,0000021344-14-000008,2013.0,FY,10-K,2014-02-27,CY2012Q4I,KO
847,2013-12-31,90055000000,0000021344-14-000008,2013.0,FY,10-K,2014-02-27,,KO
848,2013-12-31,90055000000,0000021344-15-000005,2014.0,FY,10-K,2015-02-25,CY2013Q4I,KO
849,2014-12-31,92023000000,0000021344-15-000005,2014.0,FY,10-K,2015-02-25,,KO
850,2014-12-31,92023000000,0000021344-16-000050,2015.0,FY,10-K,2016-02-25,,KO
851,2015-12-31,90093000000,0000021344-16-000050,2015.0,FY,10-K,2016-02-25,,KO
852,2015-12-31,89996000000,0000021344-17-000009,2016.0,FY,10-K,2017-02-24,CY2015Q4I,KO
853,2016-12-31,87270000000,0000021344-17-000009,2016.0,FY,10-K,2017-02-24,,KO
854,2016-12-31,87270000000,0000021344-18-000008,2017.0,FY,10-K,2018-02-23,CY2016Q4I,KO
855,2017-12-31,87896000000,0000021344-18-000008,2017.0,FY,10-K,2018-02-23,,KO
856,2017-12-31,87896000000,0000021344-19-000014,2018.0,FY,10-K,2019-02-21,,KO
857,2018-12-31,83216000000,0000021344-19-000014,2018.0,FY,10-K,2019-02-21,,KO
858,2018-12-31,83216000000,0000021344-20-000006,2019.0,FY,10-K,2020-02-24,CY2018Q4I,KO
859,2019-12-31,86381000000,0000021344-20-000006,2019.0,FY,10-K,2020-02-24,,KO
860,2019-12-31,86381000000,0000021344-21-000008,2020.0,FY,10-K,2021-02-25,CY2019Q4I,KO
861,2020-12-31,87296000000,0000021344-21-000008,2020.0,FY,10-K,2021-02-25,,KO
862,2020-12-31,87296000000,0000021344-22-000009,2021.0,FY,10-K,2022-02-22,CY2020Q4I,KO
863,2021-12-31,94354000000,0000021344-22-000009,2021.0,FY,10-K,2022-02-22,,KO
864,2021-12-31,94354000000,0000021344-23-000011,2022.0,FY,10-K,2023-02-21,CY2021Q4I,KO
865,2022-12-31,92763000000,0000021344-23-000011,2022.0,FY,10-K,2023-02-21,,KO
866,2022-12-31,92763000000,0000021344-24-000009,2023.0,FY,10-K,2024-02-20,CY2022Q4I,KO
867,2023-12-31,97703000000,0000021344-24-000009,2023.0,FY,10-K,2024-02-20,,KO
868,2009-12-26,9078000000,0001193125-11-040392,2010.0,FY,10-K,2011-02-18,CY2009Q4I,AMD
869,2010-12-25,4964000000,0001193125-11-040392,2010.0,FY,10-K,2011-02-18,,AMD
870,2010-12-25,4964000000,0001193125-12-075837,2011.0,FY,10-K,2012-02-24,CY2010Q4I,AMD
871,2011-12-31,4954000000,0001193125-12-075837,2011.0,FY,10-K,2012-02-24,,AMD
872,2011-12-31,4954000000,0001193125-13-069422,2012.0,FY,10-K,2013-02-21,CY2011Q4I,AMD
873,2012-12-29,4000000000,0001193125-13-069422,2012.0,FY,10-K,2013-02-21,,AMD
874,2012-12-29,4000000000,0001193125-14-057240,2013.0,FY,10-K,2014-02-18,CY2012Q4I,AMD
875,2013-12-28,4337000000,0001193125-14-057240,2013.0,FY,10-K,2014-02-18,,AMD
876,2013-12-28,4337000000,0001193125-15-054362,2014.0,FY,10-K,2015-02-19,CY2013Q4I,AMD
877,2014-12-27,3767000000,0001193125-15-054362,2014.0,FY,10-K,2015-02-19,,AMD
878,2014-12-27,3767000000,0000002488-16-000111,2015.0,FY,10-K,2016-02-18,CY2014Q4I,AMD
879,2015-12-26,3109000000,0000002488-16-000111,2015.0,FY,10-K,2016-02-18,,AMD
880,2015-12-26,3084000000,0000002488-17-000043,2016.0,FY,10-K,2017-02-21,CY2015Q4I,AMD
881,2016-12-31,3321000000,0000002488-17-000043,2016.0,FY,10-K,2017-02-21,,AMD
882,2016-12-31,3321000000,0000002488-18-000042,2017.0,FY,10-K,2018-02-27,CY2016Q4I,AMD
883,2017-12-30,3540000000,0000002488-18-000042,2017.0,FY,10-K,2018-02-27,,AMD
884,2017-12-30,3552000000,0000002488-19-000011,2018.0,FY,10-K,2019-02-08,CY2017Q4I,AMD
885,2018-12-29,4556000000,0000002488-19-000011,2018.0,FY,10-K,2019-02-08,,AMD
886,2018-12-29,4556000000,0000002488-20-000008,2019.0,FY,10-K,2020-02-04,CY2018Q4I,AMD
887,2019-12-28,6028000000,0000002488-20-000008,2019.0,FY,10-K,2020-02-04,,AMD
888,2019-12-28,6028000000,0001628280-21-001185,2020.0,FY,10-K,2021-01-29,CY2019Q4I,AMD
889,2020-12-26,8962000000,0001628280-21-001185,2020.0,FY,10-K,2021-01-29,,AMD
890,2020-12-26,8962000000,0000002488-22-000016,2021.0,FY,10-K,2022-02-03,CY2020Q4I,AMD
891,2021-12-25,12419000000,0000002488-22-000016,2021.0,FY,10-K,2022-02-03,,AMD
892,2021-12-25,12419000000,0000002488-23-000047,2022.0,FY,10-K,2023-02-27,CY2021Q4I,AMD
893,2022-12-31,67580000000,0000002488-23-000047,2022.0,FY,10-K,2023-02-27,,AMD
894,2022-12-31,67580000000,0000002488-24-000012,2023.0,FY,10-K,2024-01-31,CY2022Q4I,AMD
895,2023-12-30,67885000000,0000002488-24-000012,2023.0,FY,10-K,2024-01-31,,AMD
896,2008-09-28,24712000000,0000950123-09-057827,2009.0,FY,10-K,2009-11-05,,QCOM
897,2008-09-28,24712000000,0000950123-10-100207,2010.0,FY,10-K,2010-11-03,CY2008Q3I,QCOM
898,2009-09-27,27445000000,0000950123-09-057827,2009.0,FY,10-K,2009-11-05,,QCOM
899,2009-09-27,27445000000,0000950123-10-100207,2010.0,FY,10-K,2010-11-03,,QCOM
900,2009-09-27,27445000000,0001234452-11-000360,2011.0,FY,10-K,2011-11-02,CY2009Q3I,QCOM
901,2010-09-26,30572000000,0000950123-10-100207,2010.0,FY,10-K,2010-11-03,,QCOM
902,2010-09-26,30572000000,0001234452-11-000360,2011.0,FY,10-K,2011-11-02,,QCOM
903,2010-09-26,30572000000,0001234452-12-000371,2012.0,FY,10-K,2012-11-07,CY2010Q3I,QCOM
904,2011-09-25,36422000000,0001234452-11-000360,2011.0,FY,10-K,2011-11-02,,QCOM
905,2011-09-25,36422000000,0001234452-12-000371,2012.0,FY,10-K,2012-11-07,,QCOM
906,2011-09-25,36422000000,0001234452-13-000483,2013.0,FY,10-K,2013-11-06,CY2011Q3I,QCOM
907,2012-09-30,43012000000,0001234452-12-000371,2012.0,FY,10-K,2012-11-07,,QCOM
908,2012-09-30,43012000000,0001234452-13-000483,2013.0,FY,10-K,2013-11-06,,QCOM
909,2012-09-30,43012000000,0001234452-14-000320,2014.0,FY,10-K,2014-11-05,CY2012Q3I,QCOM
910,2013-09-29,45516000000,0001234452-13-000483,2013.0,FY,10-K,2013-11-06,,QCOM
911,2013-09-29,45516000000,0001234452-14-000320,2014.0,FY,10-K,2014-11-05,,QCOM
912,2013-09-29,45516000000,0001234452-15-000271,2015.0,FY,10-K,2015-11-04,CY2013Q3I,QCOM
913,2014-09-28,48574000000,0001234452-14-000320,2014.0,FY,10-K,2014-11-05,,QCOM
914,2014-09-28,48574000000,0001234452-15-000271,2015.0,FY,10-K,2015-11-04,,QCOM
915,2014-09-28,48574000000,0001234452-16-000552,2016.0,FY,10-K,2016-11-02,CY2014Q3I,QCOM
916,2015-09-27,50796000000,0001234452-15-000271,2015.0,FY,10-K,2015-11-04,,QCOM
917,2015-09-27,50796000000,0001234452-16-000552,2016.0,FY,10-K,2016-11-02,,QCOM
